"lhs","rhs","support","confidence","lift","sales","recommendation","profit","mark"
" 芝麻烤紫菜,孜然羊排  ","  蒙古烤羊腿  ",0.0107181136120043,0.909090909090909,5.61709813365442,0,0,0,0
" 西瓜胡萝卜沙拉,芝麻烤紫菜  ","  蒙古烤羊腿  ",0.0128617363344051,0.571428571428571,3.53074739829707,0,0,0,0
" 蒙古烤羊腿 ,芝麻烤紫菜  ","  西瓜胡萝卜沙拉 ",0.0128617363344051,0.521739130434783,3.63270603504218,0,0,0,0
" 五色糯米饭(七色),芝麻烤紫菜  ","  西瓜胡萝卜沙拉 ",0.0107181136120043,0.714285714285714,4.97334754797441,0,0,0,0
" 西瓜胡萝卜沙拉,芝麻烤紫菜  ","  谷稻小庄  ",0.0117899249732047,0.523809523809524,2.05342136854742,0,0,0,0
" 谷稻小庄 ,芝麻烤紫菜  ","  西瓜胡萝卜沙拉 ",0.0117899249732047,0.5,3.48134328358209,0,0,0,0
" 蒙古烤羊腿 ,芝麻烤紫菜  ","  谷稻小庄  ",0.0128617363344051,0.521739130434783,2.04530507855316,0,0,0,0
" 谷稻小庄 ,芝麻烤紫菜  ","  蒙古烤羊腿  ",0.0128617363344051,0.545454545454545,3.37025888019265,0,0,0,0
" 蒙古烤羊腿 ,芝麻烤紫菜  ","  凉拌菠菜 ",0.0128617363344051,0.521739130434783,1.81635301752109,0,0,0,0
" 凉拌菠菜,芝麻烤紫菜  ","  蒙古烤羊腿  ",0.0128617363344051,0.521739130434783,3.22372588540167,0,0,0,0
" 谷稻小庄 ,芝麻烤紫菜  ","  凉拌菠菜 ",0.0117899249732047,0.5,1.74067164179104,0,0,0,0
" 红酒炖羊肉,孜然羊排  ","  凉拌菠菜 ",0.0107181136120043,0.909090909090909,3.16485753052917,0,0,0,0
" 红酒炖羊肉,蒙古烤羊腿   ","  凉拌菠菜 ",0.0128617363344051,0.705882352941177,2.45741878841089,0,0,0,0
" 红酒炖羊肉,麻辣小龙虾  ","  凉拌菠菜 ",0.0117899249732047,0.55,1.91473880597015,0,0,0,0
" 红酒炖羊肉,辣炒鱿鱼  ","  凉拌菠菜 ",0.0117899249732047,0.846153846153846,2.94575200918485,0,0,0,0
" 桂圆枸杞鸽子汤,孜然羊排  ","  凉拌菠菜 ",0.0117899249732047,0.846153846153846,2.94575200918485,0,0,0,0
" 桂圆枸杞鸽子汤,麻辣小龙虾  ","  凉拌菠菜 ",0.0128617363344051,0.666666666666667,2.32089552238806,0,0,0,0
" 桂圆枸杞鸽子汤,凉拌菠菜  ","  麻辣小龙虾 ",0.0128617363344051,0.5,2.19014084507042,0,0,0,0
" 五色糯米饭(七色),紫薯面包卷  ","  谷稻小庄  ",0.0107181136120043,0.588235294117647,2.30598121601582,0,0,0,0
" 辣炒鱿鱼,紫薯面包卷  ","  谷稻小庄  ",0.0107181136120043,0.833333333333333,3.26680672268908,0,0,0,0
" 剁椒鱼头,农夫山泉NFC果汁100%橙汁  ","  凉拌菠菜 ",0.0139335476956056,0.764705882352941,2.66220368744513,0,0,0,0
" 凉拌菠菜,农夫山泉NFC果汁100%橙汁  ","  剁椒鱼头 ",0.0139335476956056,0.541666666666667,3.91763565891473,0,0,0,0
" 美妙绝伦之白莲花,农夫山泉NFC果汁100%橙汁  ","  凉拌菠菜 ",0.0107181136120043,0.769230769230769,2.67795637198622,0,0,0,0
" 蒙古烤羊腿 ,农夫山泉NFC果汁100%橙汁  ","  凉拌菠菜 ",0.0107181136120043,0.625,2.17583955223881,0,0,0,0
" 辣炒鱿鱼,农夫山泉NFC果汁100%橙汁  ","  谷稻小庄  ",0.0107181136120043,0.526315789473684,2.06324635117205,0,0,0,0
" 谷稻小庄 ,农夫山泉NFC果汁100%橙汁  ","  辣炒鱿鱼 ",0.0107181136120043,0.714285714285714,3.54483282674772,0,0,0,0
" 辣炒鱿鱼,农夫山泉NFC果汁100%橙汁  ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742,0,0,0,0
" 山药养生粥,自制猪肉脯  ","  谷稻小庄  ",0.0117899249732047,0.578947368421053,2.26957098628925,0,0,0,0
" 谷稻小庄 ,山药养生粥  ","  自制猪肉脯 ",0.0117899249732047,0.523809523809524,3.64712153518124,0,0,0,0
" 南瓜枸杞小饼干,自制猪肉脯  ","  辣炒鱿鱼 ",0.0107181136120043,0.833333333333333,4.13563829787234,0,0,0,0
" 辣炒鱿鱼,南瓜枸杞小饼干  ","  自制猪肉脯 ",0.0107181136120043,0.526315789473684,3.66457187745483,0,0,0,0
" 辣炒鱿鱼,南瓜枸杞小饼干  ","  谷稻小庄  ",0.0107181136120043,0.526315789473684,2.06324635117205,0,0,0,0
" 谷稻小庄 ,南瓜枸杞小饼干  ","  辣炒鱿鱼 ",0.0107181136120043,0.555555555555556,2.75709219858156,0,0,0,0
" 辣炒鱿鱼,南瓜枸杞小饼干  ","  凉拌菠菜 ",0.0117899249732047,0.578947368421053,2.01551453260016,0,0,0,0
" 凉拌菠菜,南瓜枸杞小饼干  ","  辣炒鱿鱼 ",0.0117899249732047,0.5,2.4813829787234,0,0,0,0
" 蒙古烤羊腿 ,照烧鸡腿   ","  谷稻小庄  ",0.0107181136120043,0.714285714285714,2.80012004801921,0,0,0,0
" 谷稻小庄 ,照烧鸡腿   ","  蒙古烤羊腿  ",0.0107181136120043,0.5,3.08940397350993,0,0,0,0
" 辣炒鱿鱼,照烧鸡腿   ","  谷稻小庄  ",0.0117899249732047,0.578947368421053,2.26957098628925,0,0,0,0
" 谷稻小庄 ,照烧鸡腿   ","  辣炒鱿鱼 ",0.0117899249732047,0.55,2.72952127659575,0,0,0,0
" 辣炒鱿鱼,照烧鸡腿   ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742,0,0,0,0
" 凉拌菠菜,照烧鸡腿   ","  辣炒鱿鱼 ",0.0107181136120043,0.5,2.4813829787234,0,0,0,0
" 白斩鸡,水煮鱼  ","  辣炒鱿鱼 ",0.0107181136120043,0.588235294117647,2.91927409261577,0,0,0,0
" 白斩鸡,辣炒鱿鱼  ","  水煮鱼 ",0.0107181136120043,0.666666666666667,3.86335403726708,0,0,0,0
" 白斩鸡,五色糯米饭(七色)  ","  谷稻小庄  ",0.0117899249732047,0.5,1.96008403361345,0,0,0,0
" 白斩鸡,谷稻小庄   ","  五色糯米饭(七色) ",0.0117899249732047,0.523809523809524,2.68524332810047,0,0,0,0
" 番茄炖牛腩 ,皮蛋瘦肉粥  ","  五色糯米饭(七色) ",0.0107181136120043,0.666666666666667,3.41758241758242,0,0,0,0
" 皮蛋瘦肉粥,五色糯米饭(七色)  ","  番茄炖牛腩  ",0.0107181136120043,0.555555555555556,4.71212121212121,0,0,0,0
" 皮蛋瘦肉粥,水煮鱼  ","  五色糯米饭(七色) ",0.0117899249732047,0.55,2.8195054945055,0,0,0,0
" 皮蛋瘦肉粥,五色糯米饭(七色)  ","  水煮鱼 ",0.0117899249732047,0.611111111111111,3.54140786749482,0,0,0,0
" 皮蛋瘦肉粥,五色糯米饭(七色)  ","  辣炒鱿鱼 ",0.0117899249732047,0.611111111111111,3.03280141843972,0,0,0,0
" 辣炒鱿鱼,皮蛋瘦肉粥  ","  五色糯米饭(七色) ",0.0117899249732047,0.611111111111111,3.13278388278388,0,0,0,0
" 葱油凉拌藕片,蒙古烤羊腿   ","  辣炒鱿鱼 ",0.0107181136120043,0.625,3.10172872340426,0,0,0,0
" 葱油凉拌藕片,辣炒鱿鱼  ","  蒙古烤羊腿  ",0.0107181136120043,0.555555555555556,3.4326710816777,0,0,0,0
" 葱油凉拌藕片,水煮鱼  ","  辣炒鱿鱼 ",0.0117899249732047,0.578947368421053,2.87318029115342,0,0,0,0
" 葱油凉拌藕片,辣炒鱿鱼  ","  水煮鱼 ",0.0117899249732047,0.611111111111111,3.54140786749482,0,0,0,0
" 葱油凉拌藕片,辣炒鱿鱼  ","  谷稻小庄  ",0.0107181136120043,0.555555555555556,2.17787114845938,0,0,0,0
" 葱油凉拌藕片,谷稻小庄   ","  辣炒鱿鱼 ",0.0107181136120043,0.555555555555556,2.75709219858156,0,0,0,0
" 葱油凉拌藕片,辣炒鱿鱼  ","  凉拌菠菜 ",0.0117899249732047,0.611111111111111,2.12748756218906,0,0,0,0
" 葱油凉拌藕片,凉拌菠菜  ","  辣炒鱿鱼 ",0.0117899249732047,0.647058823529412,3.21120150187735,0,0,0,0
" 拌土豆丝,香烤牛排   ","  西瓜胡萝卜沙拉 ",0.0107181136120043,0.555555555555556,3.8681592039801,0,0,0,0
" 拌土豆丝,西瓜胡萝卜沙拉  ","  五色糯米饭(七色) ",0.0117899249732047,0.523809523809524,2.68524332810047,0,0,0,0
" 拌土豆丝,五色糯米饭(七色)  ","  西瓜胡萝卜沙拉 ",0.0117899249732047,0.5,3.48134328358209,0,0,0,0
" 美妙绝伦之白莲花,香辣爆羊肝   ","  凉拌菠菜 ",0.0117899249732047,0.6875,2.39342350746269,0,0,0,0
" 西瓜胡萝卜沙拉,香辣爆羊肝   ","  蒙古烤羊腿  ",0.0128617363344051,0.521739130434783,3.22372588540167,0,0,0,0
" 蒙古烤羊腿 ,香辣爆羊肝   ","  西瓜胡萝卜沙拉 ",0.0128617363344051,0.6,4.17761194029851,0,0,0,0
" 蒙古烤羊腿 ,香辣爆羊肝   ","  谷稻小庄  ",0.0139335476956056,0.65,2.54810924369748,0,0,0,0
" 谷稻小庄 ,香辣爆羊肝   ","  蒙古烤羊腿  ",0.0139335476956056,0.52,3.21298013245033,0,0,0,0
" 蒙古烤羊腿 ,香辣爆羊肝   ","  凉拌菠菜 ",0.0128617363344051,0.6,2.08880597014925,0,0,0,0
" 水煮鱼,香辣爆羊肝   ","  辣炒鱿鱼 ",0.0107181136120043,0.5,2.4813829787234,0,0,0,0
" 辣炒鱿鱼,香辣爆羊肝   ","  水煮鱼 ",0.0107181136120043,0.625,3.62189440993789,0,0,0,0
" 爆炒双丝,番茄甘蓝  ","  西瓜胡萝卜沙拉 ",0.0107181136120043,0.5,3.48134328358209,0,0,0,0
" 蒙古烤羊腿 ,酸辣藕丁  ","  凉拌菠菜 ",0.0107181136120043,0.588235294117647,2.04784899034241,0,0,0,0
" 培根紫菜卷,水煮鱼  ","  辣炒鱿鱼 ",0.0117899249732047,0.55,2.72952127659575,0,0,0,0
" 辣炒鱿鱼,培根紫菜卷  ","  水煮鱼 ",0.0117899249732047,0.578947368421053,3.35501797973194,0,0,0,0
" 培根紫菜卷,水煮鱼  ","  谷稻小庄  ",0.0139335476956056,0.65,2.54810924369748,0,0,0,0
" 谷稻小庄 ,培根紫菜卷  ","  水煮鱼 ",0.0139335476956056,0.5,2.89751552795031,0,0,0,0
" 培根紫菜卷,五色糯米饭(七色)  ","  谷稻小庄  ",0.0117899249732047,0.55,2.15609243697479,0,0,0,0
" 辣炒鱿鱼,培根紫菜卷  ","  谷稻小庄  ",0.0139335476956056,0.684210526315789,2.68222025652366,0,0,0,0
" 谷稻小庄 ,培根紫菜卷  ","  辣炒鱿鱼 ",0.0139335476956056,0.5,2.4813829787234,0,0,0,0
" 大蒜苋菜,炝炒大白菜  ","  美妙绝伦之白莲花 ",0.0107181136120043,0.666666666666667,4.67669172932331,0,0,0,0
" 大蒜苋菜,清蒸海鱼  ","  凉拌菠菜 ",0.0107181136120043,0.714285714285714,2.48667377398721,0,0,0,0
" 大蒜苋菜,芹菜炒腰花  ","  爆炒猪肝 ",0.0107181136120043,0.555555555555556,4.28374655647383,0,0,0,0
" 大蒜苋菜,芹菜炒腰花  ","  美妙绝伦之白莲花 ",0.0107181136120043,0.555555555555556,3.89724310776942,0,0,0,0
" 大蒜苋菜,芹菜炒腰花  ","  自制猪肉脯 ",0.0107181136120043,0.555555555555556,3.8681592039801,0,0,0,0
" 大蒜苋菜,自制猪肉脯  ","  芹菜炒腰花 ",0.0107181136120043,0.588235294117647,4.90021008403361,0,0,0,0
" 大蒜苋菜,芹菜炒腰花  ","  焖猪手 ",0.0117899249732047,0.611111111111111,3.29576107899807,0,0,0,0
" 大蒜苋菜,芹菜炒腰花  ","  凉拌菠菜 ",0.0117899249732047,0.611111111111111,2.12748756218906,0,0,0,0
" 大蒜苋菜,自制猪肉脯  ","  爆炒猪肝 ",0.0107181136120043,0.588235294117647,4.53573164803111,0,0,0,0
" 爆炒猪肝,大蒜苋菜  ","  焖猪手 ",0.0128617363344051,0.545454545454545,2.94167104571729,0,0,0,0
" 爆炒猪肝,大蒜苋菜  ","  凉拌菠菜 ",0.0139335476956056,0.590909090909091,2.05715739484396,0,0,0,0
" 大蒜苋菜,凉拌蒜蓉西兰花  ","  美妙绝伦之白莲花 ",0.0117899249732047,0.6875,4.82283834586466,0,0,0,0
" 大蒜苋菜,美妙绝伦之白莲花  ","  凉拌蒜蓉西兰花 ",0.0117899249732047,0.5,3.98717948717949,0,0,0,0
" 大蒜苋菜,剁椒鱼头  ","  凉拌菠菜 ",0.0117899249732047,0.611111111111111,2.12748756218906,0,0,0,0
" 大蒜苋菜,美妙绝伦之白莲花  ","  谷稻小庄  ",0.0128617363344051,0.545454545454545,2.13827349121467,0,0,0,0
" 大蒜苋菜,谷稻小庄   ","  美妙绝伦之白莲花 ",0.0128617363344051,0.521739130434783,3.66001961425302,0,0,0,0
" 大蒜苋菜,美妙绝伦之白莲花  ","  凉拌菠菜 ",0.0128617363344051,0.545454545454545,1.8989145183175,0,0,0,0
" 大蒜苋菜,自制猪肉脯  ","  焖猪手 ",0.0107181136120043,0.588235294117647,3.17239034342061,0,0,0,0
" 大蒜苋菜,蒙古烤羊腿   ","  凉拌菠菜 ",0.0128617363344051,0.705882352941177,2.45741878841089,0,0,0,0
" 大蒜苋菜,芝士烩波士顿龙虾  ","  焖猪手 ",0.0117899249732047,0.523809523809524,2.82493806771263,0,0,0,0
" 大蒜苋菜,辣炒鱿鱼  ","  焖猪手 ",0.0107181136120043,0.526315789473684,2.83845451779738,0,0,0,0
" 大蒜苋菜,焖猪手  ","  凉拌菠菜 ",0.015005359056806,0.518518518518518,1.80514096185738,0,0,0,0
" 爆炒双丝,小米南瓜粥  ","  凉拌菠菜 ",0.0107181136120043,0.666666666666667,2.32089552238806,0,0,0,0
" 芹菜炒腰花,小米南瓜粥  ","  凉拌菠菜 ",0.0107181136120043,0.588235294117647,2.04784899034241,0,0,0,0
" 凉拌蒜蓉西兰花,小米南瓜粥  ","  凉拌菠菜 ",0.0139335476956056,0.684210526315789,2.38197172034564,0,0,0,0
" 西瓜胡萝卜沙拉,小米南瓜粥  ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742,0,0,0,0
" 五色糯米饭(七色),小米南瓜粥  ","  辣炒鱿鱼 ",0.0107181136120043,0.555555555555556,2.75709219858156,0,0,0,0
" 辣炒鱿鱼,小米南瓜粥  ","  五色糯米饭(七色) ",0.0107181136120043,0.5,2.56318681318681,0,0,0,0
" 五色糯米饭(七色),小米南瓜粥  ","  凉拌菠菜 ",0.0107181136120043,0.555555555555556,1.93407960199005,0,0,0,0
" 辣炒鱿鱼,小米南瓜粥  ","  凉拌菠菜 ",0.0117899249732047,0.55,1.91473880597015,0,0,0,0
" 蒜香辣花甲,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0128617363344051,0.857142857142857,4.62262592898431,0,0,0,0
" 焖猪手,蒜香辣花甲  ","  豌豆薯仔猪骨汤 ",0.0128617363344051,0.5,4.80927835051546,0,0,0,0
" 蒜香辣花甲,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0117899249732047,0.785714285714286,2.73534115138593,0,0,0,0
" 姜葱炒花蟹,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0117899249732047,0.916666666666667,3.19123134328358,0,0,0,0
" 炝炒大白菜,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0107181136120043,0.588235294117647,4.09569798068481,0,0,0,0
" 炝炒大白菜,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0117899249732047,0.647058823529412,3.48962937776267,0,0,0,0
" 炝炒大白菜,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0117899249732047,0.647058823529412,2.25263388937665,0,0,0,0
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  爆炒猪肝 ",0.015005359056806,0.538461538461538,4.15193897012079,0,0,0,0
" 爆炒猪肝,豌豆薯仔猪骨汤  ","  芹菜炒腰花 ",0.015005359056806,0.583333333333333,4.859375,0,0,0,0
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  剁椒鱼头 ",0.015005359056806,0.538461538461538,3.89445438282648,0,0,0,0
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  芹菜炒腰花 ",0.015005359056806,0.583333333333333,4.859375,0,0,0,0
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  芹菜炒腰花 ",0.0107181136120043,0.526315789473684,4.3843984962406,0,0,0,0
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0214362272240086,0.769230769230769,5.35591274397245,0,0,0,0
" 豌豆薯仔猪骨汤,自制猪肉脯  ","  芹菜炒腰花 ",0.0214362272240086,0.625,5.20647321428571,0,0,0,0
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0246516613076099,0.884615384615385,4.77078701645176,0,0,0,0
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0160771704180064,0.576923076923077,2.86313420621931,0,0,0,0
" 芹菜炒腰花,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.022508038585209,0.807692307692308,2.81185419058553,0,0,0,0
" 爆炒猪肝,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0128617363344051,0.5,3.48134328358209,0,0,0,0
" 爆炒猪肝,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0203644158628081,0.791666666666667,4.26950867052023,0,0,0,0
" 爆炒猪肝,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0182207931404073,0.708333333333333,2.46595149253731,0,0,0,0
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  剁椒鱼头 ",0.0107181136120043,0.526315789473684,3.80660954712362,0,0,0,0
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0171489817792069,0.666666666666667,4.11920529801325,0,0,0,0
" 蒙古烤羊腿 ,豌豆薯仔猪骨汤  ","  剁椒鱼头 ",0.0171489817792069,0.516129032258065,3.73293323330833,0,0,0,0
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0192926045016077,0.75,4.04479768786127,0,0,0,0
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0160771704180064,0.625,3.10172872340426,0,0,0,0
" 剁椒鱼头,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0214362272240086,0.833333333333333,2.90111940298507,0,0,0,0
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0107181136120043,0.526315789473684,3.66457187745483,0,0,0,0
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0117899249732047,0.578947368421053,3.12229996957712,0,0,0,0
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0107181136120043,0.526315789473684,2.61198208286674,0,0,0,0
" 美妙绝伦之白莲花,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0160771704180064,0.789473684210526,2.74842890809112,0,0,0,0
" 豌豆薯仔猪骨汤,孜然羊排  ","  蒙古烤羊腿  ",0.0128617363344051,0.75,4.6341059602649,0,0,0,0
" 豌豆薯仔猪骨汤,孜然羊排  ","  辣炒鱿鱼 ",0.0107181136120043,0.625,3.10172872340426,0,0,0,0
" 豌豆薯仔猪骨汤,孜然羊排  ","  凉拌菠菜 ",0.0139335476956056,0.8125,2.82859141791045,0,0,0,0
" 豌豆薯仔猪骨汤,自制猪肉脯  ","  焖猪手 ",0.0257234726688103,0.75,4.04479768786127,0,0,0,0
" 焖猪手,豌豆薯仔猪骨汤  ","  自制猪肉脯 ",0.0257234726688103,0.51063829787234,3.55541441727532,0,0,0,0
" 豌豆薯仔猪骨汤,自制猪肉脯  ","  凉拌菠菜 ",0.0192926045016077,0.5625,1.95825559701493,0,0,0,0
" 蒙古烤羊腿 ,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0203644158628081,0.612903225806452,3.30542606749953,0,0,0,0
" 水煮鱼,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0128617363344051,0.521739130434783,3.22372588540167,0,0,0,0
" 麻辣小龙虾,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0139335476956056,0.541666666666667,3.34685430463576,0,0,0,0
" 蒙古烤羊腿 ,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0203644158628081,0.612903225806452,3.04169526424159,0,0,0,0
" 辣炒鱿鱼,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0203644158628081,0.558823529411765,3.4528632645111,0,0,0,0
" 蒙古烤羊腿 ,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0257234726688103,0.774193548387097,2.69523350987,0,0,0,0
" 凉拌菠菜,豌豆薯仔猪骨汤  ","  蒙古烤羊腿  ",0.0257234726688103,0.521739130434783,3.22372588540167,0,0,0,0
" 水煮鱼,豌豆薯仔猪骨汤  ","  焖猪手 ",0.015005359056806,0.608695652173913,3.28273435536567,0,0,0,0
" 豌豆薯仔猪骨汤,香酥两吃大虾  ","  焖猪手 ",0.0171489817792069,0.64,3.45156069364162,0,0,0,0
" 豌豆薯仔猪骨汤,芝士烩波士顿龙虾  ","  焖猪手 ",0.015005359056806,0.56,3.02011560693642,0,0,0,0
" 麻辣小龙虾,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0139335476956056,0.541666666666667,2.92124277456647,0,0,0,0
" 辣炒鱿鱼,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0235798499464094,0.647058823529412,3.48962937776267,0,0,0,0
" 焖猪手,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0321543408360129,0.638297872340426,2.22213401079708,0,0,0,0
" 凉拌菠菜,豌豆薯仔猪骨汤  ","  焖猪手 ",0.0321543408360129,0.652173913043478,3.51721538074893,0,0,0,0
" 水煮鱼,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0128617363344051,0.521739130434783,2.58926919518964,0,0,0,0
" 水煮鱼,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0160771704180064,0.652173913043478,2.27044127190136,0,0,0,0
" 麻辣小龙虾,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0128617363344051,0.5,2.4813829787234,0,0,0,0
" 麻辣小龙虾,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0128617363344051,0.5,1.74067164179104,0,0,0,0
" 谷稻小庄 ,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0139335476956056,0.52,2.58063829787234,0,0,0,0
" 辣炒鱿鱼,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.0289389067524116,0.794117647058823,2.76459613696225,0,0,0,0
" 凉拌菠菜,豌豆薯仔猪骨汤  ","  辣炒鱿鱼 ",0.0289389067524116,0.58695652173913,2.91292784458834,0,0,0,0
" 谷稻小庄 ,豌豆薯仔猪骨汤  ","  凉拌菠菜 ",0.015005359056806,0.56,1.94955223880597,0,0,0,0
" 清爽拌凉面,糖醋蕃茄溜青花  ","  凉拌菠菜 ",0.0107181136120043,0.625,2.17583955223881,0,0,0,0
" 清爽拌凉面,意文柠檬汁   ","  水煮鱼 ",0.0117899249732047,0.611111111111111,3.54140786749482,0,0,0,0
" 番茄炖牛腩 ,清爽拌凉面  ","  五色糯米饭(七色) ",0.0107181136120043,0.625,3.20398351648352,0,0,0,0
" 凉拌蒜蓉西兰花,清爽拌凉面  ","  五色糯米饭(七色) ",0.0117899249732047,0.523809523809524,2.68524332810047,0,0,0,0
" 清爽拌凉面,孜然羊排  ","  五色糯米饭(七色) ",0.0117899249732047,0.647058823529412,3.31706528765352,0,0,0,0
" 清爽拌凉面,孜然羊排  ","  凉拌菠菜 ",0.0128617363344051,0.705882352941177,2.45741878841089,0,0,0,0
" 清爽拌凉面,西瓜胡萝卜沙拉  ","  凉拌菠菜 ",0.0107181136120043,0.526315789473684,1.83228593872742,0,0,0,0
" 蒙古烤羊腿 ,清爽拌凉面  ","  凉拌菠菜 ",0.0107181136120043,0.769230769230769,2.67795637198622,0,0,0,0
" 清爽拌凉面,水煮鱼  ","  谷稻小庄  ",0.0139335476956056,0.541666666666667,2.1234243697479,0,0,0,0
" 谷稻小庄 ,清爽拌凉面  ","  水煮鱼 ",0.0139335476956056,0.5,2.89751552795031,0,0,0,0
" 清爽拌凉面,芝士烩波士顿龙虾  ","  五色糯米饭(七色) ",0.0107181136120043,0.769230769230769,3.94336432797971,0,0,0,0
