""," 42∂»∫£÷Æ¿∂"," ±±±˘—Û∆˚ÀÆ ","38∂»Ω£ƒœ¥∫ ","50∂»π≈æÆπ±æ∆","52∂»„Ú÷›¿œΩ— ","53∂»√©Ã®","∞◊∫˙Ω∑∫˙¬‹≤∑—Ú»‚Ã¿","∞◊’∂º¶","∞Ÿ¿Ôœ„ƒÃ”Õøæ∫Ïæ∆≈£»‚","∞Ÿ¿Ôœ„ƒÃ”Õøæºtæ∆≈£»‚","∞ŸÕ˛∆°æ∆πﬁ◊∞","∞ËÕ¡∂πÀø","±¶±¶∞Ê≈£»‚≥¶∑€","±¨≥¥º¶≥·","±¨≥¥˜≠¬µ","±¨≥¥À´Àø","±¨≥¥÷Ì∏Œ","±‹∑ÁÃ¡≥¥–∑","±˘Ã«∫Ï∂πﬁ≤√◊÷‡","±˘’Úª®¬›","≤ªº”“ªµŒ”ÕµƒÀ·ƒÃµ∞∏‚","≥¨»À∆¯π„ Ω≥¶∑€","¥–Ω™≥¥–∑","¥–”Õ¡π∞Ë≈∫∆¨","¥Ú¬±√Ê","¥Û¿Ì ØƒÃ”Õµ∞∏‚","¥ÛÀ‚‹»≤À","µ∞Ã¢","µ≥≤Œª∆‹ŒÏ¿≈£Œ≤ ","µπ¡¢’ÙÀÛ◊”–∑","∂¨πœ≥¥ø‡πœ","∂¿º“±°∫…œ œ∫≈£»‚æÌ ","∂ÁΩ∑”„Õ∑","∑®π˙≤®∂˚∂‡AOC∏…∫Ï∆œÃ—æ∆‘≠","∑¨«—µ∞Ã¿","∑¨«—Ï¿≈£ÎÓ ","∑¨«—Ï¿«Ôø˚","∑¨«—∏ ¿∂","∑¨«—”–ª˙ª®≤À","∏…π¯ÃÔº¶","π»µæ–°◊Ø ","π„ Ωœ∫» ≥¶∑€","π‘≤Ë€ËΩ∏Î◊”Ã¿","π‘≤»‚∫Ï∂π∞À±¶∑π","π˛∂˚±ı∆°æ∆πﬁ◊∞","∫£¥¯Ω·∂π∏ØÃ¿","∫ºΩ∑º¶’‰","∫ÀÃ“∆œÃ—∏…Õ¡Àæ","∫⁄√◊¡µ…œ∆œÃ—","∫Ïæ∆Ï¿—Ú»‚","∫Ïæ∆Õ¡∂π…’—ºÕ» ","ª®∏Ú’Ùµ∞","ª∆ª®≤À≥¥ƒæ∂˙","ª∆Œ≤¥¸ ÛŒ˜¿≠◊”∫Ï∆œÃ—æ∆","ª∆”Õ«˙∆Ê±˝∏…","º¶µ∞°¢»‚ƒ©≥¶∑€","Ω™¥–≥¥ª®–∑","Ω”Ò¡º‘µ","øß∑»ƒÃœ„√Ê∞¸","øÏ≥¥ª∆˜≠","¿±≥¥∫£¥¯Àø","¿±≥¥ª®∏Ú","¿±≥¥ÃÔ¬›","¿±≥¥ˆœ”„","¿∂¥¯∆°æ∆πﬁ◊∞","¿œ Ω√Ê∞¸","¡π∞Ë≤§≤À","¡π∞Ë∫£¥¯∂π—ø◊œ≤À","¡π∞Ë¬‹≤∑Àø","¡π∞ËÀ‚»ÿŒ˜¿ºª®","¬∑“◊¿≠∑∆∫Ïæ∆∏…∫Ï","¬∂¬∂ŒﬁÃ«–”» ¬∂","¬È¿±–°¡˙œ∫","√¿√Óæ¯¬◊÷Æ∞◊¡´ª®","ÏÀ÷Ì ÷","√…π≈øæ—ÚÕ» ","ƒæ–ÎÕ„∂π","ƒœπœË€ËΩ–°±˝∏…","ƒœπœ÷• ø∞¸","≈£ƒÃæÌ","≈£»‚º¶µ∞≥¶∑€","≈£Œ≤Ã¿","≈©∑Ú…Ω»™NFCπ˚÷≠100%≥»÷≠","≈Ã–∑’Ùµ∞","≈›Ω∑∑Ô◊¶ ","≈‡∏˘ª®≤À","≈‡∏˘◊œ≤ÀæÌ","∆§µ∞ ›»‚÷‡","∆°æ∆—º","∆œÃ—ƒÃÀ÷(≥¨À÷œ„µƒ±˝∏…)","Ï¡≥¥¥Û∞◊≤À","«€≤À≥¥—¸ª®","«€ª∆˜≠Àø","«‡≥¥±‚∂π","«‡µ∫∆°æ∆πﬁ◊∞","«Â≥¥æ’ª®≤À","«ÂÀ¨∞Ë¡π√Ê","«Â’Ùµ˚”„","«Â’Ù∫£”„","»‚∂°«—◊”","»˝…´¡π∞Ë ÷À∫Õ√","»˝Àø˜≠”„","…Ω“©—¯…˙÷‡","ÀÆ÷Û”„","À·¿±≈∫∂°","À·¿±Ã¿√Ê","À‚»ÿ…˙Ú∫","À‚œ„∞¸","À‚œ„¿±ª®º◊","Ã«¥◊ﬁ¨«—¡Ô«‡ª®","Ãÿ¥ººŒ ø≤Æ∆°æ∆πﬁ◊∞","Ã˙∞Â≈£»‚","Õ¡∂πŒ˜∫Ï ¡Ã¿√Ê","Õ„∂π Ì◊–÷Ìπ«Ã¿","ŒÂ≤ ∂π","ŒÂ≤ ≈∫√Á","ŒÂ…´≈¥√◊∑π(∆ﬂ…´)","ŒÂœ„Ω¥¬ø»‚ ","Œ˜πœ∫˙¬‹≤∑…≥¿≠","œ √¿˜≠”„","œ„πΩ∆»µ∞","œ„πΩº¶»‚÷‡","œ„øæ≈£≈≈ ","œ„¿±±¨—Ú∏Œ ","œ„¿±∏Ø»È≥¥œ∫","œ„À÷¡Ω≥‘¥Ûœ∫","–°≥¥—Ú—¸ ","–°√◊ƒœπœ÷‡","“ª∆∑œ„À÷≈∫","“‚Œƒƒ˚√ ÷≠ ","”ÕÏÀ¬È¿±œ∫","”„œ„»‚Àø∞Ë√Ê","”Ò÷Òƒœ±±–”—ºÕ»Ã¿","’≈‘£∆œÃ—æ∆’≈‘£≥‡œº÷È∏…∫Ï ","≥§≥«Ω—ƒΩ‚∞Ÿƒ…∫Ïæ∆∏…∫Ï∆œÃ—æ∆","’’…’º¶Õ» ","÷•¬Èøæ◊œ≤À","÷• øª‚≤® ø∂Ÿ¡˙œ∫","÷Ω±≠µ∞∏‚","÷ÿ«ÏÃÿ…´”Õ…’Õ√","◊Œ»ª—Ú≈≈","◊œ Ì√Ê∞¸æÌ","◊‘÷∆÷Ì»‚∏¨"
"∞ŸÕ˛∆°æ∆πﬁ◊∞",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824742268041238,0,0,0,0.0952380952380952,0,0,0.0961538461538461,0,0,0.0909090909090909,0,0,0,0,0,0.0909090909090909,0,0.104477611940298,0,0,0.0833333333333334,0,0,0,0.0769230769230769,0.146341463414634,0,0,0,0.123076923076923,0,0,0,0,0,0,0,0,0.0833333333333334,0.0833333333333334,0.0857142857142857,0,0.0816326530612245,0.0819672131147541,0,0.119047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0.0845070422535211,0,0.0882352941176471,0,0.0806451612903226,0.1,0,0,0.0845070422535211,0,0,0.08,0,0,0,0,0,0.162790697674419,0,0,0,0,0,0,0,0,0,0,0,0.12280701754386,0,0,0,0.137931034482759,0,0.117647058823529,0,0,0,0,0,0,0.0789473684210527,0,0,0,0,0,0,0,0.0833333333333334,0,0,0,0,0,0,0,0,0.0952380952380952,0,0,0,0,0.0952380952380952,0
"∞ËÕ¡∂πÀø",0,0,0,0,0,0,0.143790849673203,0,0,0,0,0,0,0,0,0.181818181818182,0.178807947019868,0,0,0,0,0,0,0,0,0,0,0.174496644295302,0,0,0,0,0,0,0,0.223776223776224,0,0,0,0,0.160869565217391,0,0,0.223076923076923,0,0,0,0.145833333333333,0,0,0,0,0,0,0,0,0.154362416107383,0.151515151515151,0,0,0,0,0,0,0,0,0.187234042553192,0,0,0,0,0,0.170616113744076,0,0.152284263959391,0.147727272727273,0,0,0,0,0,0.142857142857143,0,0.156521739130435,0,0,0,0,0,0,0,0,0,0,0,0,0.143939393939394,0,0,0,0,0,0,0.152173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0.194871794871795,0,0.183544303797468,0,0.163265306122449,0.149532710280374,0.230769230769231,0,0.177777777777778,0.165,0,0.16030534351145,0,0.184931506849315,0,0,0,0,0,0.168067226890756,0,0.169902912621359,0,0,0.172839506172839,0,0
"±¶±¶∞Ê≈£»‚≥¶∑€",0,0,0,0,0,0.113636363636364,0,0,0.0757575757575758,0,0,0,0,0.0694444444444444,0,0,0,0,0,0,0.111111111111111,0.0769230769230769,0,0.115942028985507,0.0961538461538461,0,0,0,0,0,0,0,0,0.106382978723404,0,0,0.0757575757575758,0.075,0,0,0,0,0,0,0,0,0,0.0697674418604651,0.09375,0,0.111111111111111,0.1,0.0923076923076923,0,0,0,0,0,0,0,0,0,0,0,0.073170731707317,0,0,0,0,0.0727272727272728,0,0.0727272727272728,0,0,0,0,0,0.104477611940298,0.102040816326531,0,0,0,0.0882352941176471,0.078125,0,0,0.0789473684210527,0,0,0,0,0,0,0,0,0,0.10126582278481,0,0,0,0,0,0,0,0.0933333333333334,0.105263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700000000000001,0.0925925925925926,0,0,0,0,0,0,0,0.0686274509803921,0,0,0,0,0.103448275862069,0,0,0,0,0,0,0,0
"±¨≥¥º¶≥·",0,0,0,0,0,0,0,0,0.163265306122449,0,0,0,0,0,0,0,0.162962962962963,0,0,0,0,0,0,0,0.176470588235294,0,0,0.157894736842105,0,0,0,0,0.171232876712329,0,0,0.157894736842105,0,0.18348623853211,0,0,0.177033492822967,0,0,0.189655172413793,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.175141242937853,0,0,0.205607476635514,0,0,0.158273381294964,0,0,0,0,0.163841807909604,0.16025641025641,0.164948453608247,0,0,0,0,0,0,0,0,0,0.179245283018868,0,0,0,0,0,0,0.164705882352941,0,0,0,0,0.182481751824818,0.173469387755102,0,0,0,0,0,0,0,0,0.159090909090909,0,0,0,0,0,0,0.168674698795181,0,0,0.160839160839161,0,0,0,0,0,0,0.158469945355191,0,0,0,0.178294573643411,0.155555555555556,0,0,0,0,0.204081632653061,0,0.195652173913043,0,0,0,0.159574468085106,0.156862745098039
"±¨≥¥˜≠¬µ",0.151515151515151,0,0,0.142857142857143,0,0,0,0,0,0,0,0,0,0.140845070422535,0,0,0,0,0,0,0,0,0.09375,0,0,0,0,0,0,0.0886075949367089,0,0,0,0,0,0.116504854368932,0,0,0,0,0.0952380952380952,0,0,0,0,0.119047619047619,0.12,0.0869565217391304,0,0,0,0,0.0869565217391304,0,0,0,0,0,0,0,0,0,0,0.0974025974025974,0,0,0,0,0,0,0,0,0,0.108333333333333,0,0,0,0,0,0,0,0.114754098360656,0,0,0,0,0,0,0,0.105263157894737,0,0,0,0,0,0,0,0,0.088495575221239,0,0,0,0,0,0,0,0,0.105263157894737,0,0,0,0,0.114285714285714,0,0,0.0943396226415094,0,0,0.0948275862068966,0,0,0,0,0.108108108108108,0.1,0,0,0,0,0.118811881188119,0,0.115384615384615,0,0.1,0,0.112676056338028,0.09375,0,0.113207547169811,0.119047619047619,0,0.09375,0
"±¨≥¥À´Àø",0,0.184,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0,0,0,0,0.168918918918919,0,0,0,0,0.174603174603175,0,0,0,0,0,0,0,0.215827338129496,0,0,0,0.213333333333333,0,0.217054263565891,0.164383561643836,0,0.196506550218341,0,0,0.194244604316547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168316831683168,0,0,0.172131147540984,0,0,0,0,0,0,0,0,0.194285714285714,0,0,0,0,0,0,0.16,0,0,0,0.176923076923077,0,0,0,0.168831168831169,0,0,0,0,0.16260162601626,0,0.176470588235294,0.217948717948718,0,0,0,0,0.17741935483871,0,0,0,0,0.16025641025641,0,0,0,0,0,0,0,0.194029850746269,0,0.235668789808917,0,0.171052631578947,0,0.188311688311688,0,0.177304964539007,0,0,0.169117647058824,0,0.161290322580645,0.164556962025316,0,0,0,0,0,0,0.198067632850242,0,0,0,0,0
"±¨≥¥÷Ì∏Œ",0,0,0,0,0,0,0.179012345679012,0,0.198412698412698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20863309352518,0.179012345679012,0,0,0,0,0.230769230769231,0,0,0.179012345679012,0,0,0,0.2109375,0.274774774774775,0,0,0.19047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0.197452229299363,0,0,0,0,0,0,0.231155778894472,0,0,0.311111111111111,0,0,0.229813664596273,0,0,0.190045248868778,0.194285714285714,0.259067357512953,0.211111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227272727272727,0.337837837837838,0,0,0,0,0,0,0.267515923566879,0,0,0,0,0.193717277486911,0,0,0,0,0.180124223602484,0,0,0,0,0.235294117647059,0,0,0.220588235294118,0,0,0,0,0,0.192546583850932,0,0,0.220588235294118,0,0,0,0,0.221518987341772,0,0,0,0,0,0,0.291457286432161,0,0,0.211764705882353,0,0.296969696969697
"±‹∑ÁÃ¡≥¥–∑",0,0,0,0,0,0,0,0,0,0,0,0.136752136752137,0,0,0,0.129032258064516,0,0,0.141666666666667,0,0,0,0,0,0,0,0,0.158730158730159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150442477876106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133333333333333,0,0,0.144927536231884,0,0,0,0.142857142857143,0,0,0,0,0,0,0.161073825503356,0,0.123711340206186,0,0,0,0,0.135416666666667,0,0,0,0,0.123809523809524,0,0.146341463414634,0,0,0,0,0.123287671232877,0,0,0,0,0.126315789473684,0,0,0,0,0.147058823529412,0,0,0,0.124031007751938,0.122950819672131,0,0,0,0,0,0,0.159090909090909,0.123595505617977,0.161764705882353,0,0,0,0.1484375,0,0.130434782608696,0,0,0.149532710280374,0,0.133858267716535,0,0,0,0.141176470588235,0,0,0.147727272727273,0.133689839572192,0.139240506329114,0,0,0.147727272727273,0
"±˘Ã«∫Ï∂πﬁ≤√◊÷‡",0,0,0,0,0,0,0.169934640522876,0,0,0,0,0,0,0,0,0.168918918918919,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175572519083969,0,0,0.237442922374429,0,0,0,0,0,0,0,0,0.191666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23936170212766,0,0,0.174273858921162,0,0,0.207792207792208,0,0,0.162037037037037,0.172619047619048,0.160804020100503,0.197674418604651,0,0,0,0,0,0,0.245614035087719,0,0,0,0,0.1796875,0,0,0,0.1625,0,0,0,0.166666666666667,0.183206106870229,0,0.176100628930818,0,0,0,0,0.227272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0.227979274611399,0,0.21656050955414,0,0.166666666666667,0,0,0,0,0.209183673469388,0,0.2,0,0,0.167741935483871,0,0,0,0,0.16260162601626,0,0.183574879227053,0,0,0,0.252336448598131,0.224242424242424
"±˘’Úª®¬›",0.0625,0,0,0.0909090909090909,0,0,0,0,0,0,0,0,0.0625,0.115942028985507,0,0,0,0.0615384615384615,0,0,0.0638297872340425,0,0,0,0,0,0,0,0.0754716981132075,0,0,0,0,0,0.0961538461538461,0,0,0.0617283950617284,0,0,0,0,0,0.0674157303370786,0,0.075,0,0,0,0,0,0,0,0.0634920634920635,0,0,0,0,0,0.0606060606060606,0,0.0869565217391304,0,0,0,0,0,0.0606060606060606,0,0,0,0,0,0,0.065359477124183,0,0.0606060606060606,0.072463768115942,0,0,0,0,0,0.0615384615384615,0,0,0,0,0,0,0,0,0,0.0980392156862745,0,0,0,0,0,0,0,0,0,0,0.0789473684210527,0.0769230769230769,0.0701754385964912,0,0,0,0,0,0,0,0,0.102040816326531,0,0,0,0,0,0.134615384615385,0,0,0.0674157303370786,0.0628930817610063,0,0,0,0,0,0,0,0,0.103448275862069,0,0,0,0.0784313725490196,0,0,0.0819672131147541,0
"≤ªº”“ªµŒ”ÕµƒÀ·ƒÃµ∞∏‚",0,0,0,0,0,0,0.123893805309734,0,0,0,0,0.106796116504854,0.111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.129032258064516,0,0.123893805309734,0,0.101123595505618,0,0,0,0,0,0,0.10126582278481,0,0,0,0,0,0.1125,0.13265306122449,0,0,0,0,0,0,0,0,0,0,0,0,0.127272727272727,0.118279569892473,0,0,0,0,0.112676056338028,0,0,0,0,0,0.107142857142857,0,0,0,0,0,0.104938271604938,0,0,0,0,0,0,0.111111111111111,0,0.133333333333333,0,0,0,0.112359550561798,0,0.102941176470588,0,0.0983606557377049,0,0,0,0,0,0,0.0975609756097561,0,0.102040816326531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101190476190476,0,0.103174603174603,0,0.182692307692308,0,0,0,0,0.101190476190476,0,0,0,0.157407407407407,0.102564102564103,0,0,0,0,0.123456790123457,0,0.115606936416185,0,0,0,0,0.111111111111111
"≥¨»À∆¯π„ Ω≥¶∑€",0,0,0,0,0,0.0961538461538461,0.0917431192660551,0,0.0972222222222222,0,0,0,0,0,0,0,0,0.1,0.122448979591837,0,0,0,0,0,0.101694915254237,0,0,0.0917431192660551,0,0,0.125,0,0,0,0,0,0,0.105882352941176,0,0,0,0,0,0.131868131868132,0,0,0,0.125,0,0.0921052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977011494252874,0,0,0,0,0,0,0,0.0888888888888889,0,0,0.132352941176471,0,0.108108108108108,0,0.123456790123457,0,0,0,0,0,0,0,0,0.0919540229885057,0,0,0,0,0,0.1,0.0909090909090909,0,0.111111111111111,0,0,0,0,0,0,0.102564102564103,0,0,0,0,0.0895522388059702,0,0,0,0.116666666666667,0,0,0,0,0,0.116279069767442,0.126984126984127,0.0934579439252337,0,0,0,0,0,0.0921052631578947,0.0882352941176471,0,0,0,0,0.121212121212121,0
"¥–Ω™≥¥–∑",0,0,0,0,0,0.191176470588235,0.144,0,0,0,0,0,0,0,0,0.141666666666667,0.168,0,0,0,0,0,0,0,0.171052631578947,0,0,0,0,0.151515151515151,0.169491525423729,0.140350877192982,0,0,0,0.16260162601626,0,0,0,0,0,0,0,0.144144144144144,0,0,0,0,0,0,0,0,0.131868131868132,0,0,0,0,0,0,0,0,0,0,0.165680473372781,0,0,0.143518518518518,0,0,0,0.15,0,0.149732620320856,0,0,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.157894736842105,0,0.128,0,0,0,0,0.130434782608696,0,0,0.161538461538462,0,0,0,0,0.161290322580645,0,0,0,0,0,0.155172413793103,0,0,0,0.155737704918033,0,0,0.142045454545455,0,0.131386861313869,0,0,0,0,0,0,0,0,0.153846153846154,0,0,0,0,0,0,0,0,0.13953488372093,0.174157303370786,0,0,0.136690647482014,0,0.160839160839161
"¥–”Õ¡π∞Ë≈∫∆¨",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174603174603175,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203125,0,0.172727272727273,0,0,0.165876777251185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188976377952756,0.169642857142857,0,0,0,0,0,0.162011173184358,0,0,0,0,0,0,0,0,0.177083333333333,0,0.163841807909604,0.16025641025641,0,0.206185567010309,0,0,0,0,0.158415841584158,0,0,0,0,0,0.163461538461538,0,0,0,0,0,0,0,0,0.157894736842105,0.2,0,0,0,0,0.171779141104294,0,0,0,0,0.150375939849624,0.169354838709677,0,0,0,0,0,0,0.184357541899441,0,0.169014084507042,0,0.2,0,0,0.174757281553398,0.159663865546218,0.164835164835165,0,0,0,0.178294573643411,0,0,0,0,0,0.168316831683168,0,0.157894736842105,0,0,0,0.172043010752688,0.156862745098039
"¥Ú¬±√Ê",0,0,0,0,0,0,0,0,0.175,0,0,0,0,0.176470588235294,0,0,0.151260504201681,0,0,0,0,0,0.171052631578947,0.149425287356322,0,0,0,0,0,0,0,0,0,0,0,0.196428571428571,0,0,0,0,0,0,0,0.156862745098039,0,0,0,0.15,0.177215189873418,0,0,0,0.160493827160494,0,0,0,0,0,0,0,0,0,0,0.167701863354037,0.155172413793103,0,0,0,0,0,0,0,0,0,0,0,0.148148148148148,0.168674698795181,0.149253731343284,0.163265306122449,0,0.144736842105263,0,0,0,0,0,0,0.160919540229885,0,0,0,0,0,0,0.20253164556962,0.170212765957447,0,0.173553719008264,0,0,0,0.144444444444444,0,0,0,0,0.188405797101449,0.146551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15625,0,0.168141592920354,0,0.149253731343284,0,0,0,0.152941176470588,0,0.149425287356322,0,0,0,0.155844155844156,0
"¥Û¿Ì ØƒÃ”Õµ∞∏‚",0,0,0,0,0,0,0.149122807017544,0,0,0,0,0,0,0.114942528735632,0,0,0,0,0,0,0.129032258064516,0,0,0,0.115942028985507,0,0.136842105263158,0,0,0,0,0,0.15625,0,0,0.11965811965812,0,0,0,0,0,0,0,0,0,0,0,0.137931034482759,0,0.172839506172839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121212121212121,0,0,0,0,0,0,0,0.17910447761194,0.115384615384615,0,0.122699386503067,0.128571428571429,0.125,0,0,0,0,0,0,0,0,0,0,0.119565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123595505617977,0.12,0,0,0.125,0,0.130434782608696,0,0,0,0.122448979591837,0,0,0,0,0,0,0,0.133928571428571,0,0,0,0,0.131736526946108,0,0.125,0,0,0,0,0,0,0,0.130952380952381,0.146666666666667,0.119318181818182,0,0,0.123076923076923,0.116883116883117,0.140740740740741
"¥ÛÀ‚‹»≤À",0,0,0,0,0,0,0.18705035971223,0,0,0,0,0,0,0.149122807017544,0,0,0.20863309352518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818181818182,0,0,0.145833333333333,0,0,0,0.151785714285714,0.168181818181818,0,0.154545454545455,0.155038759689923,0,0,0,0,0,0,0,0,0,0.186274509803922,0,0,0,0,0,0,0,0,0,0.164893617021277,0,0,0.179824561403509,0,0,0.170068027210884,0,0,0.144927536231884,0.22,0.198895027624309,0.156626506024096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164285714285714,0.170068027210884,0,0,0,0,0,0,0.145695364238411,0,0,0,0,0.181286549707602,0,0,0,0,0,0,0,0,0,0.172661870503597,0,0,0.143589743589744,0,0,0,0,0,0,0.157894736842105,0.173228346456693,0.167539267015707,0,0,0,0,0.201438848920863,0,0,0,0,0,0,0.149253731343284,0,0,0.146496815286624,0,0.160493827160494
"µ∞Ã¢",0,0,0,0,0,0,0.212903225806452,0,0,0,0,0.174496644295302,0,0,0,0,0.179012345679012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17816091954023,0,0,0,0,0.181159420289855,0,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225165562913907,0.195652173913043,0,0,0,0,0,0.241025641025641,0,0,0.258620689655172,0,0.184615384615385,0.189024390243902,0,0,0.220657276995305,0,0,0.242774566473988,0,0,0,0,0,0,0,0,0,0.198412698412698,0,0,0,0,0,0,0,0,0,0,0.188405797101449,0,0,0,0,0,0,0.171875,0,0,0,0,0,0.23448275862069,0,0,0,0.192307692307692,0,0,0.23,0,0.290322580645161,0,0,0,0.243421052631579,0,0,0,0,0.178571428571429,0,0.184713375796178,0,0,0,0.177966101694915,0,0.178294573643411,0.211864406779661,0.20952380952381,0,0,0.22289156626506,0,0.205714285714286
"µ≥≤Œª∆‹ŒÏ¿≈£Œ≤ ",0,0,0,0,0,0,0,0,0,0,0,0.141509433962264,0,0,0,0.132743362831858,0,0,0,0,0,0,0,0,0.142857142857143,0,0,0.135593220338983,0,0,0,0.141509433962264,0,0,0,0.135593220338983,0,0.112244897959184,0,0,0,0,0,0.145631067961165,0.135593220338983,0,0.136363636363636,0,0,0,0,0,0,0,0,0,0.11965811965812,0.13265306122449,0,0,0,0.123076923076923,0,0,0,0,0,0,0,0,0,0,0.138121546961326,0,0,0.118055555555556,0.134146341463415,0,0,0.117647058823529,0,0.144736842105263,0,0.164556962025316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118110236220472,0,0,0,0,0,0.129032258064516,0,0,0,0,0,0,0,0,0,0,0,0.116279069767442,0,0.168,0,0.171171171171171,0.123287671232877,0.134453781512605,0,0.145631067961165,0.149700598802395,0,0,0,0,0,0,0,0.164383561643836,0,0.180722891566265,0,0,0,0,0,0,0
"µπ¡¢’ÙÀÛ◊”–∑",0,0,0,0,0,0,0,0.196261682242991,0,0,0,0.140625,0,0,0,0,0.165467625899281,0,0,0,0,0,0.151515151515151,0,0,0,0,0,0,0,0,0,0.128205128205128,0,0,0.204545454545455,0.166666666666667,0,0.15748031496063,0.149532710280374,0.146118721461187,0,0,0.181818181818182,0,0,0,0,0,0.149532710280374,0.136842105263158,0,0.133333333333333,0,0,0,0,0.152542372881356,0,0,0,0,0,0.13903743315508,0,0,0.128755364806867,0,0,0,0,0,0.132352941176471,0,0,0,0.145631067961165,0,0,0,0,0,0,0.135922330097087,0,0,0,0.129310344827586,0,0,0,0,0,0,0,0,0,0,0.159722222222222,0,0,0,0,0.13953488372093,0,0,0,0,0,0.12781954887218,0,0,0,0,0,0,0.148148148148148,0,0,0,0,0,0.134751773049645,0,0,0.130208333333333,0,0,0,0,0,0.133333333333333,0,0,0,0,0,0.216216216216216,0,0,0.175675675675676,0,0
"∂¨πœ≥¥ø‡πœ",0,0,0,0.181818181818182,0,0,0,0,0,0,0,0,0,0.095890410958904,0,0,0,0,0,0,0,0.125,0.169491525423729,0,0.0909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114285714285714,0,0,0,0,0,0,0.1,0,0,0,0.105263157894737,0,0.138461538461538,0,0,0,0,0,0,0,0,0,0,0,0.119047619047619,0,0,0,0,0.1,0.105263157894737,0,0,0,0,0,0.123076923076923,0,0,0,0,0,0,0.0909090909090909,0,0,0.103896103896104,0,0,0.0877192982456141,0.0980392156862745,0,0,0.0925925925925926,0,0,0,0,0.0892857142857143,0,0,0,0,0,0,0,0,0.107142857142857,0,0.129032258064516,0,0,0.117647058823529,0,0.0888888888888889,0,0.0955414012738853,0.0967741935483871,0,0,0,0,0,0,0,0,0,0.0963855421686747,0.1,0,0,0.0961538461538461,0.105263157894737,0,0,0,0,0,0,0,0,0.15,0
"∂¿º“±°∫…œ œ∫≈£»‚æÌ ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215827338129496,0,0,0,0,0,0,0,0,0,0,0,0.151315789473684,0,0,0,0,0,0,0,0.182432432432432,0,0,0.198529411764706,0,0.197309417040359,0,0,0.169117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0.178082191780822,0,0,0,0,0,0,0.186528497409326,0,0,0.182203389830508,0,0,0.174193548387097,0,0,0.176190476190476,0,0,0,0,0,0,0,0,0.153153153153153,0.15,0,0,0,0.17741935483871,0,0,0,0,0,0,0,0,0,0,0.150375939849624,0.180645161290323,0,0,0,0,0.171270718232044,0,0,0,0,0,0.152777777777778,0,0,0,0,0,0.156862745098039,0.201030927835051,0,0.176100628930818,0,0.171232876712329,0,0.165562913907285,0,0,0.153465346534653,0,0,0,0.184931506849315,0.156862745098039,0,0,0,0,0.148760330578512,0,0.187192118226601,0,0,0,0.150442477876106,0.157894736842105
